kegg_class,final_name,type,gene
Lipid metabolism,Fatty acid synthesis,both,ACOT2
Lipid metabolism,Fatty acid synthesis,both,TECR
Lipid metabolism,Fatty acid synthesis,both,ELOVL1
Lipid metabolism,Fatty acid synthesis,both,ACOT7
Lipid metabolism,Fatty acid synthesis,both,ELOVL5
Lipid metabolism,Fatty acid synthesis,both,ACOT1
Lipid metabolism,Fatty acid synthesis,both,ACAA2
Lipid metabolism,Fatty acid synthesis,both,HACD3
Lipid metabolism,Fatty acid synthesis,both,ELOVL2
Lipid metabolism,Fatty acid synthesis,both,ACOT4
Lipid metabolism,Fatty acid synthesis,both,ECHS1
Lipid metabolism,Fatty acid synthesis,both,HACD2
Lipid metabolism,Fatty acid synthesis,both,HADHA
Lipid metabolism,Fatty acid synthesis,both,HADHB
Lipid metabolism,Fatty acid synthesis,both,HADH
Lipid metabolism,Fatty acid synthesis,both,HACD4
Lipid metabolism,Fatty acid synthesis,both,HSD17B12
Lipid metabolism,Fatty acid synthesis,both,ELOVL6
Lipid metabolism,Fatty acid synthesis,both,ELOVL7
Lipid metabolism,Fatty acid synthesis,both,ELOVL3
Lipid metabolism,Fatty acid synthesis,both,ELOVL4
Lipid metabolism,Fatty acid synthesis,both,HACD1
Lipid metabolism,Fatty acid degradation,kegg_gene,ALDH7A1
Lipid metabolism,Fatty acid degradation,kegg_gene,CYP2U1
Lipid metabolism,Fatty acid degradation,kegg_gene,ADH1A
Lipid metabolism,Fatty acid degradation,kegg_gene,ADH1B
Lipid metabolism,Fatty acid degradation,kegg_gene,ADH1C
Lipid metabolism,Fatty acid degradation,kegg_gene,ADH4
Lipid metabolism,Fatty acid degradation,kegg_gene,ADH6
Lipid metabolism,Fatty acid degradation,kegg_gene,ALDH2
Lipid metabolism,Fatty acid degradation,kegg_gene,ALDH1B1
Lipid metabolism,Fatty acid degradation,kegg_gene,ALDH9A1
Lipid metabolism,Fatty acid degradation,kegg_gene,GCDH
Lipid metabolism,Fatty acid degradation,kegg_gene,ACAT1
Lipid metabolism,Fatty acid degradation,kegg_gene,ACAT2
Lipid metabolism,Fatty acid degradation,recon3d_gene,ETFB
Lipid metabolism,Fatty acid degradation,recon3d_gene,ETFA
Lipid metabolism,Fatty acid degradation,recon3d_gene,GGT5
Lipid metabolism,Fatty acid degradation,recon3d_gene,GGT1
Lipid metabolism,Fatty acid degradation,recon3d_gene,GGT7
Lipid metabolism,Fatty acid degradation,recon3d_gene,GGT6
Lipid metabolism,Fatty acid degradation,recon3d_gene,GGTLC2
Lipid metabolism,Fatty acid degradation,recon3d_gene,HSD17B4
Lipid metabolism,Fatty acid degradation,recon3d_gene,HSD17B10
Lipid metabolism,Fatty acid degradation,recon3d_gene,ECH1
Lipid metabolism,Fatty acid degradation,recon3d_gene,ACOT8
Lipid metabolism,Fatty acid degradation,recon3d_gene,ALDH1L1
Lipid metabolism,Fatty acid degradation,recon3d_gene,ACOT2
Lipid metabolism,Fatty acid degradation,recon3d_gene,ACOT4
Lipid metabolism,Fatty acid degradation,recon3d_gene,ACOT7
Lipid metabolism,Fatty acid degradation,recon3d_gene,ACOT13
Lipid metabolism,Fatty acid degradation,recon3d_gene,SLC27A2
Lipid metabolism,Fatty acid degradation,recon3d_gene,PPT1
Lipid metabolism,Fatty acid degradation,recon3d_gene,ACOT1
Lipid metabolism,Fatty acid degradation,recon3d_gene,PPT2
Lipid metabolism,Fatty acid degradation,recon3d_gene,BAAT
Lipid metabolism,Fatty acid degradation,recon3d_gene,ACOT6
Lipid metabolism,Fatty acid degradation,recon3d_gene,ACSM1
Lipid metabolism,Fatty acid degradation,recon3d_gene,CRAT
Lipid metabolism,Fatty acid degradation,recon3d_gene,CYP2D6
Lipid metabolism,Fatty acid degradation,recon3d_gene,DBI
Lipid metabolism,Fatty acid degradation,recon3d_gene,DECR1
Lipid metabolism,Fatty acid degradation,recon3d_gene,DECR2
Lipid metabolism,Fatty acid degradation,recon3d_gene,ETFDH
Lipid metabolism,Fatty acid degradation,recon3d_gene,FASN
Lipid metabolism,Fatty acid degradation,recon3d_gene,MLYCD
Lipid metabolism,Fatty acid degradation,recon3d_gene,AMACR
Lipid metabolism,Fatty acid degradation,recon3d_gene,HACL1
Lipid metabolism,Fatty acid degradation,recon3d_gene,MCAT
Lipid metabolism,Fatty acid degradation,recon3d_gene,ACAD9
Lipid metabolism,Fatty acid degradation,recon3d_gene,MYO5B
Lipid metabolism,Fatty acid degradation,recon3d_gene,ACACA
Lipid metabolism,Fatty acid degradation,recon3d_gene,ACACB
Lipid metabolism,Fatty acid degradation,recon3d_gene,SLC27A1
Lipid metabolism,Fatty acid degradation,recon3d_gene,SLC27A3
Lipid metabolism,Fatty acid degradation,recon3d_gene,SLC27A4
Lipid metabolism,Fatty acid degradation,recon3d_gene,SLC27A5
Lipid metabolism,Fatty acid degradation,recon3d_gene,SLC27A6
Lipid metabolism,Fatty acid degradation,recon3d_gene,LCAT
Lipid metabolism,Fatty acid degradation,recon3d_gene,LIPC
Lipid metabolism,Fatty acid degradation,recon3d_gene,PHYH
Lipid metabolism,Fatty acid degradation,recon3d_gene,CROT
Lipid metabolism,Fatty acid degradation,recon3d_gene,OLAH
Lipid metabolism,Fatty acid degradation,recon3d_gene,PECR
Lipid metabolism,Fatty acid degradation,recon3d_gene,MECR
Lipid metabolism,Fatty acid degradation,recon3d_gene,ACOT11
Lipid metabolism,Fatty acid degradation,recon3d_gene,ELOVL1
Lipid metabolism,Fatty acid degradation,recon3d_gene,ELOVL6
Lipid metabolism,Fatty acid degradation,recon3d_gene,ELOVL5
Lipid metabolism,Fatty acid degradation,recon3d_gene,ELOVL2
Lipid metabolism,Fatty acid degradation,recon3d_gene,ELOVL4
Lipid metabolism,Fatty acid degradation,recon3d_gene,SLC25A20
Lipid metabolism,Fatty acid degradation,recon3d_gene,ACOX2
Lipid metabolism,Fatty acid degradation,recon3d_gene,CYP4F2
Lipid metabolism,Fatty acid degradation,recon3d_gene,CYP4F3
Lipid metabolism,Fatty acid degradation,both,ECI2
Lipid metabolism,Fatty acid degradation,both,ACAA1
Lipid metabolism,Fatty acid degradation,both,ACAA2
Lipid metabolism,Fatty acid degradation,both,HADH
Lipid metabolism,Fatty acid degradation,both,ACADL
Lipid metabolism,Fatty acid degradation,both,HADHA
Lipid metabolism,Fatty acid degradation,both,HADHB
Lipid metabolism,Fatty acid degradation,both,ACOX1
Lipid metabolism,Fatty acid degradation,both,ACSL5
Lipid metabolism,Fatty acid degradation,both,ACSBG2
Lipid metabolism,Fatty acid degradation,both,CPT1C
Lipid metabolism,Fatty acid degradation,both,ADH5
Lipid metabolism,Fatty acid degradation,both,CPT1A
Lipid metabolism,Fatty acid degradation,both,CPT1B
Lipid metabolism,Fatty acid degradation,both,CPT2
Lipid metabolism,Fatty acid degradation,both,ECI1
Lipid metabolism,Fatty acid degradation,both,ECHS1
Lipid metabolism,Fatty acid degradation,both,EHHADH
Lipid metabolism,Fatty acid degradation,both,ACSL1
Lipid metabolism,Fatty acid degradation,both,ACSL3
Lipid metabolism,Fatty acid degradation,both,ACSL4
Lipid metabolism,Fatty acid degradation,both,ALDH3A2
Lipid metabolism,Fatty acid degradation,both,ACSBG1
Lipid metabolism,Fatty acid degradation,both,ACSL6
Lipid metabolism,Fatty acid degradation,both,ACADVL
Lipid metabolism,Fatty acid degradation,both,ACADM
Lipid metabolism,Fatty acid degradation,both,ACOX3
Lipid metabolism,Fatty acid degradation,both,ACADSB
Lipid metabolism,Fatty acid degradation,both,ACADS
Metabolism of cofactors and vitamins,Folate metabolism,kegg_gene,TYMS
Metabolism of cofactors and vitamins,Folate metabolism,kegg_gene,SHMT2
Metabolism of cofactors and vitamins,Folate metabolism,kegg_gene,SHMT1
Metabolism of cofactors and vitamins,Folate metabolism,kegg_gene,MTFMT
Metabolism of cofactors and vitamins,Folate metabolism,kegg_gene,DHFR2
Metabolism of cofactors and vitamins,Folate metabolism,kegg_gene,ST20-MTHFS
Metabolism of cofactors and vitamins,Folate metabolism,kegg_gene,MTR
Metabolism of cofactors and vitamins,Folate metabolism,kegg_gene,ATIC
Metabolism of cofactors and vitamins,Folate metabolism,kegg_gene,GART
Metabolism of cofactors and vitamins,Folate metabolism,kegg_gene,PCBD1
Metabolism of cofactors and vitamins,Folate metabolism,kegg_gene,MOCOS
Metabolism of cofactors and vitamins,Folate metabolism,kegg_gene,AKR1C3
Metabolism of cofactors and vitamins,Folate metabolism,kegg_gene,CBR1
Metabolism of cofactors and vitamins,Folate metabolism,kegg_gene,AKR1B15
Metabolism of cofactors and vitamins,Folate metabolism,kegg_gene,PAH
Metabolism of cofactors and vitamins,Folate metabolism,kegg_gene,TPH2
Metabolism of cofactors and vitamins,Folate metabolism,kegg_gene,AKR1B1
Metabolism of cofactors and vitamins,Folate metabolism,kegg_gene,ALPI
Metabolism of cofactors and vitamins,Folate metabolism,kegg_gene,ALPL
Metabolism of cofactors and vitamins,Folate metabolism,kegg_gene,ALPP
Metabolism of cofactors and vitamins,Folate metabolism,kegg_gene,ALPG
Metabolism of cofactors and vitamins,Folate metabolism,kegg_gene,GCH1
Metabolism of cofactors and vitamins,Folate metabolism,kegg_gene,SPR
Metabolism of cofactors and vitamins,Folate metabolism,kegg_gene,AKR1B10
Metabolism of cofactors and vitamins,Folate metabolism,kegg_gene,PTS
Metabolism of cofactors and vitamins,Folate metabolism,kegg_gene,QDPR
Metabolism of cofactors and vitamins,Folate metabolism,kegg_gene,TH
Metabolism of cofactors and vitamins,Folate metabolism,kegg_gene,TPH1
Metabolism of cofactors and vitamins,Folate metabolism,kegg_gene,PCBD2
Metabolism of cofactors and vitamins,Folate metabolism,both,FTCD
Metabolism of cofactors and vitamins,Folate metabolism,both,MTHFD2
Metabolism of cofactors and vitamins,Folate metabolism,both,ALDH1L1
Metabolism of cofactors and vitamins,Folate metabolism,both,ALDH1L2
Metabolism of cofactors and vitamins,Folate metabolism,both,DHFR
Metabolism of cofactors and vitamins,Folate metabolism,both,MTHFS
Metabolism of cofactors and vitamins,Folate metabolism,both,MTHFD2L
Metabolism of cofactors and vitamins,Folate metabolism,both,MTHFD1L
Metabolism of cofactors and vitamins,Folate metabolism,both,AMT
Metabolism of cofactors and vitamins,Folate metabolism,both,MTHFD1
Metabolism of cofactors and vitamins,Folate metabolism,both,MTHFR
Metabolism of cofactors and vitamins,Folate metabolism,both,MOCS1
Metabolism of cofactors and vitamins,Folate metabolism,both,MOCS2
Metabolism of cofactors and vitamins,Folate metabolism,both,GGH
Metabolism of cofactors and vitamins,Folate metabolism,both,GPHN
Metabolism of cofactors and vitamins,Folate metabolism,both,FPGS
Carbohydrate metabolism,Fructose and mannose metabolism,kegg_gene,TKFC
Carbohydrate metabolism,Fructose and mannose metabolism,kegg_gene,PFKM
Carbohydrate metabolism,Fructose and mannose metabolism,kegg_gene,PFKP
Carbohydrate metabolism,Fructose and mannose metabolism,kegg_gene,AKR1B15
Carbohydrate metabolism,Fructose and mannose metabolism,kegg_gene,AKR1B10
Carbohydrate metabolism,Fructose and mannose metabolism,kegg_gene,TIGAR
Carbohydrate metabolism,Fructose and mannose metabolism,kegg_gene,ENOSF1
Carbohydrate metabolism,Fructose and mannose metabolism,kegg_gene,TPI1
Carbohydrate metabolism,Fructose and mannose metabolism,recon3d_gene,GCK
Carbohydrate metabolism,Fructose and mannose metabolism,recon3d_gene,PGM2
Carbohydrate metabolism,Fructose and mannose metabolism,recon3d_gene,AKR7A2
Carbohydrate metabolism,Fructose and mannose metabolism,recon3d_gene,AKR1A1
Carbohydrate metabolism,Fructose and mannose metabolism,recon3d_gene,TNNI3K
Carbohydrate metabolism,Fructose and mannose metabolism,recon3d_gene,FAM20B
Carbohydrate metabolism,Fructose and mannose metabolism,recon3d_gene,FN3KRP
Carbohydrate metabolism,Fructose and mannose metabolism,recon3d_gene,NOL9
Carbohydrate metabolism,Fructose and mannose metabolism,recon3d_gene,FN3K
Carbohydrate metabolism,Fructose and mannose metabolism,recon3d_gene,FGGY
Carbohydrate metabolism,Fructose and mannose metabolism,both,GMPPB
Carbohydrate metabolism,Fructose and mannose metabolism,both,PFKFB4
Carbohydrate metabolism,Fructose and mannose metabolism,both,PFKL
Carbohydrate metabolism,Fructose and mannose metabolism,both,HK1
Carbohydrate metabolism,Fructose and mannose metabolism,both,HK2
Carbohydrate metabolism,Fructose and mannose metabolism,both,HK3
Carbohydrate metabolism,Fructose and mannose metabolism,both,GMPPA
Carbohydrate metabolism,Fructose and mannose metabolism,both,FBP1
Carbohydrate metabolism,Fructose and mannose metabolism,both,ALDOA
Carbohydrate metabolism,Fructose and mannose metabolism,both,ALDOB
Carbohydrate metabolism,Fructose and mannose metabolism,both,ALDOC
Carbohydrate metabolism,Fructose and mannose metabolism,both,AKR1B1
Carbohydrate metabolism,Fructose and mannose metabolism,both,GMDS
Carbohydrate metabolism,Fructose and mannose metabolism,both,HKDC1
Carbohydrate metabolism,Fructose and mannose metabolism,both,FBP2
Carbohydrate metabolism,Fructose and mannose metabolism,both,FPGT
Carbohydrate metabolism,Fructose and mannose metabolism,both,PMM1
Carbohydrate metabolism,Fructose and mannose metabolism,both,KHK
Carbohydrate metabolism,Fructose and mannose metabolism,both,MPI
Carbohydrate metabolism,Fructose and mannose metabolism,both,PFKFB1
Carbohydrate metabolism,Fructose and mannose metabolism,both,PFKFB2
Carbohydrate metabolism,Fructose and mannose metabolism,both,PFKFB3
Carbohydrate metabolism,Fructose and mannose metabolism,both,PMM2
Carbohydrate metabolism,Fructose and mannose metabolism,both,SORD
Carbohydrate metabolism,Galactose metabolism,kegg_gene,HK1
Carbohydrate metabolism,Galactose metabolism,kegg_gene,HK2
Carbohydrate metabolism,Galactose metabolism,kegg_gene,HK3
Carbohydrate metabolism,Galactose metabolism,kegg_gene,AKR1B10
Carbohydrate metabolism,Galactose metabolism,kegg_gene,G6PC2
Carbohydrate metabolism,Galactose metabolism,kegg_gene,GALM
Carbohydrate metabolism,Galactose metabolism,kegg_gene,GAA
Carbohydrate metabolism,Galactose metabolism,kegg_gene,GANC
Carbohydrate metabolism,Galactose metabolism,kegg_gene,GCK
Carbohydrate metabolism,Galactose metabolism,kegg_gene,GLA
Carbohydrate metabolism,Galactose metabolism,kegg_gene,AKR1B15
Carbohydrate metabolism,Galactose metabolism,kegg_gene,HKDC1
Carbohydrate metabolism,Galactose metabolism,kegg_gene,PFKM
Carbohydrate metabolism,Galactose metabolism,kegg_gene,PFKP
Carbohydrate metabolism,Galactose metabolism,kegg_gene,PGM1
Carbohydrate metabolism,Galactose metabolism,kegg_gene,PFKL
Carbohydrate metabolism,Galactose metabolism,kegg_gene,MGAM2
Carbohydrate metabolism,Galactose metabolism,kegg_gene,PGM2
Carbohydrate metabolism,Galactose metabolism,kegg_gene,G6PC3
Carbohydrate metabolism,Galactose metabolism,recon3d_gene,CTSA
Carbohydrate metabolism,Galactose metabolism,recon3d_gene,GALNS
Carbohydrate metabolism,Galactose metabolism,recon3d_gene,NEU1
Carbohydrate metabolism,Galactose metabolism,recon3d_gene,ALDOB
Carbohydrate metabolism,Galactose metabolism,recon3d_gene,ALDOC
Carbohydrate metabolism,Galactose metabolism,recon3d_gene,ALDOA
Carbohydrate metabolism,Galactose metabolism,recon3d_gene,AKR1A1
Carbohydrate metabolism,Galactose metabolism,recon3d_gene,GALK2
Carbohydrate metabolism,Galactose metabolism,recon3d_gene,KHK
Carbohydrate metabolism,Galactose metabolism,both,GLB1
Carbohydrate metabolism,Galactose metabolism,both,LCT
Carbohydrate metabolism,Galactose metabolism,both,SI
Carbohydrate metabolism,Galactose metabolism,both,UGP2
Carbohydrate metabolism,Galactose metabolism,both,AKR1B1
Carbohydrate metabolism,Galactose metabolism,both,GALE
Carbohydrate metabolism,Galactose metabolism,both,GALK1
Carbohydrate metabolism,Galactose metabolism,both,GALT
Carbohydrate metabolism,Galactose metabolism,both,B4GALT1
Carbohydrate metabolism,Galactose metabolism,both,B4GALT2
Carbohydrate metabolism,Galactose metabolism,both,MGAM
Detoxification pathways,Glutathione metabolism,kegg_gene,GSTT2B
Detoxification pathways,Glutathione metabolism,kegg_gene,RRM2
Detoxification pathways,Glutathione metabolism,kegg_gene,RRM1
Detoxification pathways,Glutathione metabolism,kegg_gene,SMS
Detoxification pathways,Glutathione metabolism,kegg_gene,SRM
Detoxification pathways,Glutathione metabolism,kegg_gene,LANCL1
Detoxification pathways,Glutathione metabolism,kegg_gene,GSTO2
Detoxification pathways,Glutathione metabolism,kegg_gene,G6PD
Detoxification pathways,Glutathione metabolism,kegg_gene,CHAC1
Detoxification pathways,Glutathione metabolism,kegg_gene,NAT8
Detoxification pathways,Glutathione metabolism,kegg_gene,GSTO1
Detoxification pathways,Glutathione metabolism,kegg_gene,PRDX6
Detoxification pathways,Glutathione metabolism,kegg_gene,GSTP1
Detoxification pathways,Glutathione metabolism,kegg_gene,GSTT1
Detoxification pathways,Glutathione metabolism,kegg_gene,GSTA1
Detoxification pathways,Glutathione metabolism,kegg_gene,GSTA2
Detoxification pathways,Glutathione metabolism,kegg_gene,GSTA4
Detoxification pathways,Glutathione metabolism,kegg_gene,GSTM1
Detoxification pathways,Glutathione metabolism,kegg_gene,GSTM2
Detoxification pathways,Glutathione metabolism,kegg_gene,GSTM3
Detoxification pathways,Glutathione metabolism,kegg_gene,GSTM4
Detoxification pathways,Glutathione metabolism,kegg_gene,GSTM5
Detoxification pathways,Glutathione metabolism,kegg_gene,LAP3
Detoxification pathways,Glutathione metabolism,kegg_gene,TXNDC12
Detoxification pathways,Glutathione metabolism,kegg_gene,PGD
Detoxification pathways,Glutathione metabolism,kegg_gene,IDH1
Detoxification pathways,Glutathione metabolism,kegg_gene,IDH2
Detoxification pathways,Glutathione metabolism,kegg_gene,GSTK1
Detoxification pathways,Glutathione metabolism,kegg_gene,MGST1
Detoxification pathways,Glutathione metabolism,kegg_gene,MGST2
Detoxification pathways,Glutathione metabolism,kegg_gene,MGST3
Detoxification pathways,Glutathione metabolism,kegg_gene,GPX8
Detoxification pathways,Glutathione metabolism,kegg_gene,CHAC2
Detoxification pathways,Glutathione metabolism,kegg_gene,ODC1
Detoxification pathways,Glutathione metabolism,kegg_gene,RRM2B
Detoxification pathways,Glutathione metabolism,kegg_gene,HPGDS
Detoxification pathways,Glutathione metabolism,recon3d_gene,GGTLC2
Detoxification pathways,Glutathione metabolism,recon3d_gene,PRDX3
Detoxification pathways,Glutathione metabolism,recon3d_gene,PRDX2
Detoxification pathways,Glutathione metabolism,recon3d_gene,PRDX1
Detoxification pathways,Glutathione metabolism,both,ANPEP
Detoxification pathways,Glutathione metabolism,both,GPX7
Detoxification pathways,Glutathione metabolism,both,GGCT
Detoxification pathways,Glutathione metabolism,both,GSR
Detoxification pathways,Glutathione metabolism,both,GGT6
Detoxification pathways,Glutathione metabolism,both,GGT1
Detoxification pathways,Glutathione metabolism,both,GGT7
Detoxification pathways,Glutathione metabolism,both,GGT5
Detoxification pathways,Glutathione metabolism,both,OPLAH
Detoxification pathways,Glutathione metabolism,both,GCLC
Detoxification pathways,Glutathione metabolism,both,GPX3
Detoxification pathways,Glutathione metabolism,both,GPX4
Detoxification pathways,Glutathione metabolism,both,GSS
Detoxification pathways,Glutathione metabolism,both,GPX2
Detoxification pathways,Glutathione metabolism,both,GCLM
Lipid metabolism,Glycerophospholipid metabolism,kegg_gene,PLA1A
Lipid metabolism,Glycerophospholipid metabolism,kegg_gene,ADPRM
Lipid metabolism,Glycerophospholipid metabolism,kegg_gene,MBOAT7
Lipid metabolism,Glycerophospholipid metabolism,kegg_gene,LPGAT1
Lipid metabolism,Glycerophospholipid metabolism,kegg_gene,DGKK
Lipid metabolism,Glycerophospholipid metabolism,kegg_gene,GPD1L
Lipid metabolism,Glycerophospholipid metabolism,recon3d_gene,PAFAH2
Lipid metabolism,Glycerophospholipid metabolism,recon3d_gene,PAFAH1B2
Lipid metabolism,Glycerophospholipid metabolism,recon3d_gene,PAFAH1B3
Lipid metabolism,Glycerophospholipid metabolism,recon3d_gene,PAFAH1B1
Lipid metabolism,Glycerophospholipid metabolism,recon3d_gene,AKR1A1
Lipid metabolism,Glycerophospholipid metabolism,recon3d_gene,CLC
Lipid metabolism,Glycerophospholipid metabolism,recon3d_gene,PNPLA8
Lipid metabolism,Glycerophospholipid metabolism,recon3d_gene,ASPG
Lipid metabolism,Glycerophospholipid metabolism,recon3d_gene,CLCF1
Lipid metabolism,Glycerophospholipid metabolism,recon3d_gene,MGLL
Lipid metabolism,Glycerophospholipid metabolism,recon3d_gene,ABHD12
Lipid metabolism,Glycerophospholipid metabolism,recon3d_gene,ABHD6
Lipid metabolism,Glycerophospholipid metabolism,recon3d_gene,SDC1
Lipid metabolism,Glycerophospholipid metabolism,recon3d_gene,HSPG2
Lipid metabolism,Glycerophospholipid metabolism,recon3d_gene,LPL
Lipid metabolism,Glycerophospholipid metabolism,recon3d_gene,GPIHBP1
Lipid metabolism,Glycerophospholipid metabolism,recon3d_gene,PTPMT1
Lipid metabolism,Glycerophospholipid metabolism,recon3d_gene,ENPP6
Lipid metabolism,Glycerophospholipid metabolism,recon3d_gene,PIKFYVE
Lipid metabolism,Glycerophospholipid metabolism,recon3d_gene,PIP4K2B
Lipid metabolism,Glycerophospholipid metabolism,recon3d_gene,PIP4K2C
Lipid metabolism,Glycerophospholipid metabolism,recon3d_gene,PIP5K1A
Lipid metabolism,Glycerophospholipid metabolism,recon3d_gene,PIP5K1C
Lipid metabolism,Glycerophospholipid metabolism,recon3d_gene,PIP5K1B
Lipid metabolism,Glycerophospholipid metabolism,recon3d_gene,PIP4K2A
Lipid metabolism,Glycerophospholipid metabolism,recon3d_gene,AKR1B1
Lipid metabolism,Glycerophospholipid metabolism,recon3d_gene,ALPI
Lipid metabolism,Glycerophospholipid metabolism,recon3d_gene,ALPG
Lipid metabolism,Glycerophospholipid metabolism,recon3d_gene,ALPL
Lipid metabolism,Glycerophospholipid metabolism,recon3d_gene,ALPP
Lipid metabolism,Glycerophospholipid metabolism,recon3d_gene,SGMS1
Lipid metabolism,Glycerophospholipid metabolism,recon3d_gene,SGMS2
Lipid metabolism,Glycerophospholipid metabolism,recon3d_gene,TKFC
Lipid metabolism,Glycerophospholipid metabolism,recon3d_gene,GK
Lipid metabolism,Glycerophospholipid metabolism,recon3d_gene,CEL
Lipid metabolism,Glycerophospholipid metabolism,recon3d_gene,BCHE
Lipid metabolism,Glycerophospholipid metabolism,recon3d_gene,ABHD5
Lipid metabolism,Glycerophospholipid metabolism,recon3d_gene,ENPP2
Lipid metabolism,Glycerophospholipid metabolism,recon3d_gene,PI4KB
Lipid metabolism,Glycerophospholipid metabolism,recon3d_gene,PI4K2A
Lipid metabolism,Glycerophospholipid metabolism,recon3d_gene,PI4KA
Lipid metabolism,Glycerophospholipid metabolism,recon3d_gene,PLD6
Lipid metabolism,Glycerophospholipid metabolism,recon3d_gene,FAR2
Lipid metabolism,Glycerophospholipid metabolism,recon3d_gene,FAR1
Lipid metabolism,Glycerophospholipid metabolism,recon3d_gene,AGK
Lipid metabolism,Glycerophospholipid metabolism,recon3d_gene,PLA2G7
Lipid metabolism,Glycerophospholipid metabolism,recon3d_gene,PNPLA4
Lipid metabolism,Glycerophospholipid metabolism,recon3d_gene,LIPE
Lipid metabolism,Glycerophospholipid metabolism,recon3d_gene,PNPLA3
Lipid metabolism,Glycerophospholipid metabolism,recon3d_gene,LIPG
Lipid metabolism,Glycerophospholipid metabolism,recon3d_gene,AADAC
Lipid metabolism,Glycerophospholipid metabolism,recon3d_gene,DAGLA
Lipid metabolism,Glycerophospholipid metabolism,recon3d_gene,DAGLB
Lipid metabolism,Glycerophospholipid metabolism,recon3d_gene,LIPC
Lipid metabolism,Glycerophospholipid metabolism,recon3d_gene,PNPLA2
Lipid metabolism,Glycerophospholipid metabolism,recon3d_gene,LIPF
Lipid metabolism,Glycerophospholipid metabolism,recon3d_gene,PNLIPRP1
Lipid metabolism,Glycerophospholipid metabolism,recon3d_gene,DGAT2
Lipid metabolism,Glycerophospholipid metabolism,recon3d_gene,MOGAT3
Lipid metabolism,Glycerophospholipid metabolism,recon3d_gene,MOGAT1
Lipid metabolism,Glycerophospholipid metabolism,recon3d_gene,MOGAT2
Lipid metabolism,Glycerophospholipid metabolism,recon3d_gene,DGAT1
Lipid metabolism,Glycerophospholipid metabolism,recon3d_gene,AGPS
Lipid metabolism,Glycerophospholipid metabolism,recon3d_gene,PLPPR2
Lipid metabolism,Glycerophospholipid metabolism,recon3d_gene,PLPPR4
Lipid metabolism,Glycerophospholipid metabolism,recon3d_gene,PLPPR3
Lipid metabolism,Glycerophospholipid metabolism,recon3d_gene,SGPL1
Lipid metabolism,Glycerophospholipid metabolism,both,PLPP3
Lipid metabolism,Glycerophospholipid metabolism,both,PLPP2
Lipid metabolism,Glycerophospholipid metabolism,both,GPCPD1
Lipid metabolism,Glycerophospholipid metabolism,both,AGPAT3
Lipid metabolism,Glycerophospholipid metabolism,both,JMJD7-PLA2G4B
Lipid metabolism,Glycerophospholipid metabolism,both,ETNK1
Lipid metabolism,Glycerophospholipid metabolism,both,DGKI
Lipid metabolism,Glycerophospholipid metabolism,both,PCYT1B
Lipid metabolism,Glycerophospholipid metabolism,both,PGS1
Lipid metabolism,Glycerophospholipid metabolism,both,CDS2
Lipid metabolism,Glycerophospholipid metabolism,both,DGKZ
Lipid metabolism,Glycerophospholipid metabolism,both,DGKE
Lipid metabolism,Glycerophospholipid metabolism,both,DGKD
Lipid metabolism,Glycerophospholipid metabolism,both,SELENOI
Lipid metabolism,Glycerophospholipid metabolism,both,PLA2G4C
Lipid metabolism,Glycerophospholipid metabolism,both,PLPP1
Lipid metabolism,Glycerophospholipid metabolism,both,PLA2G3
Lipid metabolism,Glycerophospholipid metabolism,both,PCYT1A
Lipid metabolism,Glycerophospholipid metabolism,both,PLA2G1B
Lipid metabolism,Glycerophospholipid metabolism,both,PLA2G2A
Lipid metabolism,Glycerophospholipid metabolism,both,PLA2G4A
Lipid metabolism,Glycerophospholipid metabolism,both,PLA2G5
Lipid metabolism,Glycerophospholipid metabolism,both,PLD1
Lipid metabolism,Glycerophospholipid metabolism,both,PLD2
Lipid metabolism,Glycerophospholipid metabolism,both,CRLS1
Lipid metabolism,Glycerophospholipid metabolism,both,LPCAT2
Lipid metabolism,Glycerophospholipid metabolism,both,ETNK2
Lipid metabolism,Glycerophospholipid metabolism,both,AGPAT5
Lipid metabolism,Glycerophospholipid metabolism,both,GPAT2
Lipid metabolism,Glycerophospholipid metabolism,both,AGPAT4
Lipid metabolism,Glycerophospholipid metabolism,both,CHPT1
Lipid metabolism,Glycerophospholipid metabolism,both,GPAM
Lipid metabolism,Glycerophospholipid metabolism,both,PCYT2
Lipid metabolism,Glycerophospholipid metabolism,both,PLA2G2F
Lipid metabolism,Glycerophospholipid metabolism,both,ETNPPL
Lipid metabolism,Glycerophospholipid metabolism,both,LPIN3
Lipid metabolism,Glycerophospholipid metabolism,both,LPCAT1
Lipid metabolism,Glycerophospholipid metabolism,both,PTDSS2
Lipid metabolism,Glycerophospholipid metabolism,both,PLA2G12A
Lipid metabolism,Glycerophospholipid metabolism,both,PLA2G6
Lipid metabolism,Glycerophospholipid metabolism,both,PLA2G10
Lipid metabolism,Glycerophospholipid metabolism,both,GNPAT
Lipid metabolism,Glycerophospholipid metabolism,both,PLPP5
Lipid metabolism,Glycerophospholipid metabolism,both,PLA2G12B
Lipid metabolism,Glycerophospholipid metabolism,both,GPAT3
Lipid metabolism,Glycerophospholipid metabolism,both,PLA2G4B
Lipid metabolism,Glycerophospholipid metabolism,both,LPCAT3
Lipid metabolism,Glycerophospholipid metabolism,both,CEPT1
Lipid metabolism,Glycerophospholipid metabolism,both,CDS1
